sleeveId,ポケスリ商品名,楽天商品名,価格,ショップ,matchScore,採用理由,確認結果
432816,にたものどうし ロコン＆アローラロコン,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ にたものどうし ロコン＆アローラロコン 代引不可商品,1480,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
461953,ポッチャマ＆ポッタイシ＆エンペルト,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ポッチャマ＆ポッタイシ＆エンペルト,3744,NRFオンラインショップ,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
461977,メガリザードンX 古城,ポケモンカード デッキシールド メガリザードンX 古城 64枚入り 未開封スリーブ 【中古】,1150,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
461984,ムウマージ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ムウマージ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
461991,トゲデマル＆ワンパチ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ トゲデマル＆ワンパチ 代引不可商品,1480,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
463599,カナリィ＆メガシビルドン,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) カナリィ＆メガシビルドン ポケモンセンター限定,1240,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2014004,ゲノセクト,【新品】ポケモンカードゲーム オフィシャルデッキシールド ゲノセクト パック 【代金引換不可】ポケモン　32枚入　本体サイズ :約 W85 x D12 x H140 mm (うち、ヘッダー30mm) 大切なカードをキズから守る,5003,ヨツバ商店 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2019001,シロナ＆カトレア,ポケモンカード デッキシールド シロナ＆カトレア 64枚入り 未開封スリーブ 【中古】,7800,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2019005,ハナダシティジムのカスミ,【中古】サプライ [単品] カスミ デッキシールド(スリーブ) 「ポケモンカードゲーム サン＆ムーン トレーナーバトルデッキ ハナダシティジムのカスミ ポケモンセンター限定」 同梱品,2130,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2021003,コルニ,ポケモンカード デッキシールド コルニ 64枚入り 未開封スリーブ 【中古】,1110,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2021004,ソニア,ポケモンカード デッキシールド ソニア 64枚入り 未開封スリーブ 【中古】,900,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2022005,シンジュ団の仲間たち,ポケモンカードゲーム 【デッキシールド単品】デッキシールド シンジュ団の仲間たち,1020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2024001,デッキシールドコレクション 古代・未来「ハバタクカミ」,【中古】サプライ 3.ハバタクカミ デッキシールド(スリーブ) 「ポケモンカードゲーム デッキシールドコレクション 古代・未来」 ポケモンセンター・ポケモンカードジム限定,1380,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2024005,デッキシールドコレクション 古代・未来「テツノイサハ」,【中古】サプライ 10.テツノイサハ デッキシールド(スリーブ) 「ポケモンカードゲーム デッキシールドコレクション 古代・未来」 ポケモンセンター・ポケモンカードジム限定,730,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
2024010,デッキシールドコレクション 古代・未来「テツノカイナ」,【中古】サプライ 5.テツノカイナ デッキシールド(スリーブ) 「ポケモンカードゲーム デッキシールドコレクション 古代・未来」 ポケモンセンター・ポケモンカードジム限定,1220,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
